dataset,user_id,transaction_id
carefull_bank,101681279159740943400781,14554
carefull_bank,1016936365318137608060351,7016
carefull_bank,1017130570546130411611405,3381
carefull_bank,101716380662768794096641,3668
carefull_bank,1017177374924473718029140,3633
carefull_bank,1017268635286802364640153,3410
carefull_bank,1017365920916466901675551,2609
carefull_bank,1017372082040536684718073,5967
carefull_bank,1017477212391402277010028,7813
carefull_bank,1017801515412982623476044,7477
carefull_bank,1017825634178285823709535,1964
carefull_bank,101834646393637339846918,1559
carefull_bank,101876063802486182660387,1186
carefull_bank,1019245082164674682456314,2180
carefull_bank,1019341209706969058242922,1261
carefull_bank,1019366785714558778426882,5074
carefull_bank,101978087388926509618678,2788
carefull_bank,1020011975650652480448557,2791
carefull_bank,1020160856497105697891422,2945
carefull_bank,1020480206183945251032813,1365
carefull_bank,1020513708604456937730204,1997
carefull_bank,1021103712842148372450365,721
carefull_bank,1021449122608143887937498,1152
carefull_bank,1021803150999125617939397,2974
carefull_bank,1021922924449451366617893,4624
carefull_bank,10221103499060752726008,5480
carefull_bank,1022431645491979192694065,1321
carefull_bank,1022553237332245428624777,1948
carefull_bank,1022990148355929839391897,968
carefull_bank,1023564631174477232697366,1922
carefull_bank,1023686158339598376907850,8234
carefull_bank,1023781990756868032593663,2533
carefull_bank,1023869883504160305231190,15495
carefull_bank,1024065355095279954187040,3128
carefull_bank,1024473394383958595919378,3611
carefull_bank,1024504302271382449444576,2669
carefull_bank,1024772524247670592407331,255
carefull_bank,102506676692473178393193,383
carefull_bank,1025158164709117093200413,4333
carefull_bank,1025449186725365235188913,3984
carefull_bank,1025560425941452952654072,1485
carefull_bank,1026377770553982868816237,995
carefull_bank,1026412763719026373903476,2002
carefull_bank,1026773130126328510714209,1206
carefull_bank,1026993199503481305590400,716
carefull_bank,1027054019836578110476394,1306
carefull_bank,1027372715476931221724036,8071
carefull_bank,1027525204316189107702959,1236
carefull_bank,1027556304410893278300245,3776
carefull_bank,1027592160473862579284821,7186
carefull_bank,1027773585612048504808522,7729
carefull_bank,1028032832904703120546692,7028
carefull_bank,1028557173299421731915394,702
carefull_bank,1028690352967736078164462,8280
carefull_bank,1028703647580110264866169,187
carefull_bank,102875786049302910992295,9219
carefull_bank,1028808773089795916277339,12240
carefull_bank,1028931724414440839518332,15807
carefull_bank,1029028102316968263273363,5041
carefull_bank,102965728383928635765484,19143
carefull_bank,103019720999091405371829,1293
carefull_bank,1030250910477720370678025,15770
carefull_bank,1030274920327373435025448,7337
carefull_bank,1030293033922402193043055,2952
carefull_bank,1030745600082047348912498,4765
carefull_bank,1030885292619065534727125,580
carefull_bank,1031831219320971312075901,3783
carefull_bank,1032393781509289785726307,2386
carefull_bank,1032416316604094167318336,5675
carefull_bank,1033458533704241113471681,2476
carefull_bank,1033596355532863670938649,3084
carefull_bank,1033665934980211023399930,1874
carefull_bank,1033779936274271612160699,2291
carefull_bank,1034087950499677127405335,1434
carefull_bank,1034138213406920067459229,9371
carefull_bank,1034400773983888782697406,6335
carefull_bank,1034480418323974898240843,1168
carefull_bank,1034823623310066675838122,2996
carefull_bank,1035426195983678239262228,549
carefull_bank,1035636217502031357946989,5637
carefull_bank,1035924103686867175750067,14605
carefull_bank,1035934518515419352279455,8475
carefull_bank,1035994995014587894045466,2315
carefull_bank,1036094073919556238644241,2553
carefull_bank,103639248491521728864436,4647
carefull_bank,1036803861628400506616323,6370
carefull_bank,1036968500984198570118903,1305
carefull_bank,1037208732993916542293094,2134
carefull_bank,1037615604072286909960441,2635
carefull_bank,1037763236980818108043965,1404
carefull_bank,103796073734223226273298,3035
carefull_bank,1038008465258838360166074,745
carefull_bank,103814108338861924759595,2360
carefull_bank,1038157958368689789010038,4670
carefull_bank,1038349519112363365714626,8897
carefull_bank,1038441533299940384655886,2308
carefull_bank,1038619769683433799719396,8255
carefull_bank,1038825209941083099728412,706
carefull_bank,1038829273047490148187268,4491
carefull_bank,1038880152021458576575162,1899
carefull_bank,1039080564259897861246547,6394
carefull_bank,103914201487462841637133,508
carefull_bank,1039486787068426175070755,1376
carefull_bank,1039812998323580490037060,4037
carefull_bank,1040151842951091806061691,5522
carefull_bank,1040189389475137478793553,16383
carefull_bank,1040473760280335895459508,300
carefull_bank,1040597849954877805755718,4517
carefull_bank,1041169054969054897831068,8696
carefull_bank,1041375852982615065780994,2678
carefull_bank,1041541809075029929428885,16261
carefull_bank,1041720716331925947313338,7384
carefull_bank,1041737242075263932361497,1302
carefull_bank,1042010955402634046893067,1099
carefull_bank,1042327044262425179201839,3727
carefull_bank,1042401590288804923977441,2343
carefull_bank,104252582463541293884098,5519
carefull_bank,1042633800507050345567599,22881
carefull_bank,104429057386686655968871,6879
carefull_bank,1044458002116865747000258,600
carefull_bank,1044680675113497052705316,4858
carefull_bank,1044971798302566375675065,149
carefull_bank,1045246706092771620436689,3136
carefull_bank,1045569890890973752043246,8907
carefull_bank,1045570637966117758934169,1651
carefull_bank,1045749609783369804118869,3057
carefull_bank,10459039516500462573132,2089
carefull_bank,1045966762743613141915429,2250
carefull_bank,1046537538498117487944210,2344
carefull_bank,1046819042627688008751727,1901
carefull_bank,1046885394153027970092964,4455
carefull_bank,1046902298687454215865204,4140
carefull_bank,104706113391805744048299,8893
carefull_bank,1047713222306811931639585,1715
carefull_bank,1047761126931851846557711,1748
carefull_bank,1047866476888483109322523,2555
carefull_bank,1047953067080533809881653,2396
carefull_bank,1048069637052107734226589,1943
carefull_bank,1048121851152247148538493,3532
carefull_bank,1048899719010984253490839,4245
carefull_bank,1049057541470534553169377,2160
carefull_bank,1049072185632356971617980,10056
carefull_bank,1049230480452695730929911,2019
carefull_bank,1049266160711323110831856,5800
carefull_bank,1049292618233351146662950,1697
carefull_bank,1049484597417975605927869,1679
carefull_bank,104990921176684362113442,3757
carefull_bank,105044997396352109467547,3193
carefull_bank,1050792457731347509086088,20200
carefull_bank,1050898467476342562418481,1930
carefull_bank,1050908373596719223385404,2927
carefull_bank,1051239314607987752067001,1388
carefull_bank,1051912479615200211588538,5142
carefull_bank,1051998837224882875131629,4990
carefull_bank,1052159914416453182267001,11473
carefull_bank,1052294456826683873612746,8710
carefull_bank,1053215461108363435595397,2884
carefull_bank,1053266376027043069093035,5143
carefull_bank,1053633616987076066181417,1269
carefull_bank,1053676045222529083919705,2401
carefull_bank,1053919385557383908247114,6814
carefull_bank,1054208963143400936635212,872
carefull_bank,1054522625459431459053781,2963
carefull_bank,1054556075841947870411110,1103
carefull_bank,1054577286190089554515707,2399
carefull_bank,1054685962455827911092816,12038
carefull_bank,1054938388039723152767965,6059
carefull_bank,1055236381090031089313754,3915
carefull_bank,1055285495394255441026548,1695
carefull_bank,1055828082684755230689117,13275
carefull_bank,1056294150975660767235571,430
carefull_bank,1056533279559855401838516,985
carefull_bank,1056896134177064346839902,4082
carefull_bank,1057057703583904137846640,4144
carefull_bank,1057158676069634644746560,5397
carefull_bank,1057168453716260499420962,3754
carefull_bank,1057711835739284935497212,5203
carefull_bank,1057995802687798873551100,490
carefull_bank,1058666769132241315119502,8594
carefull_bank,1058856155583223982632645,548
carefull_bank,105909511446286035584665,3206
carefull_bank,1059489206092029638255076,2899
carefull_bank,1059816827083621899894737,6080
carefull_bank,1059876272089849520636267,2156
carefull_bank,1059959971378146011303472,5494
carefull_bank,1060101736274337624805529,620
carefull_bank,1060506224870989576790506,1686
carefull_bank,1060555808838844681975253,8574
carefull_bank,1060984149183231036069486,4275
carefull_bank,1061028207225920207057122,2336
carefull_bank,106110759707796547328708,1747
carefull_bank,1061247838117579819706869,8335
carefull_bank,1061284355685978538739228,12641
carefull_bank,1061411583307656896506990,1513
carefull_bank,1061729824234980038683750,1582
carefull_bank,1062180289552643779410137,3413
carefull_bank,1062205794198182748268905,2751
carefull_bank,1062349078878098868933817,1685
carefull_bank,1062366744218757680170468,1880
carefull_bank,1062760630900463207977632,3284
carefull_bank,1063153821724320637488724,795
carefull_bank,1063178696016124127442287,1637
carefull_bank,1063463734520836463295815,9036
carefull_bank,1063532429685827082739310,14155
carefull_bank,106370812682142217579315,2044
carefull_bank,1064093666269236189875548,1535
carefull_bank,1064941782234388505316616,2243
carefull_bank,1065001718670045626416540,2534
carefull_bank,106502496147577361748679,1946
carefull_bank,1065157621070107882298650,6413
carefull_bank,1065225647993831717948756,2687
carefull_bank,1065292399137650491246485,12165
carefull_bank,1065675845303970204120756,10919
carefull_bank,1065905039493249779600516,755
carefull_bank,1066121158299789880880922,2458
carefull_bank,106620475538410347982903,4399
carefull_bank,1066374304767133754953635,1899
carefull_bank,1066660153877800474239222,4231
carefull_bank,1066886350840879784702337,2846
carefull_bank,1066909055045378774578077,2156
carefull_bank,1066919608110842237619946,3693
carefull_bank,1066994680078783379789249,5305
carefull_bank,1067015780773359215997937,3032
carefull_bank,1067094784500000796991893,2560
carefull_bank,1067214553315133568447854,2651
carefull_bank,1067549124793616376791679,8527
carefull_bank,106860379839104613659307,571
carefull_bank,1068616543901779357303940,4833
carefull_bank,1069096489280726683096013,2262
carefull_bank,1069188157018874091313338,4188
carefull_bank,1069320728323024739420053,4006
carefull_bank,1069356038784238550875630,3754
carefull_bank,1069452578314168938906561,5586
carefull_bank,1069501437496616095809764,728
carefull_bank,1069757560129768924130321,26015
carefull_bank,107002193652637474897422,874
carefull_bank,1070286849964573603070867,426
carefull_bank,1070321069097586243087188,9699
carefull_bank,1070404770796513826167090,21847
carefull_bank,1070691927473129068455857,4379
carefull_bank,1070761472270418929818444,6897
carefull_bank,1070965588936403210264728,2760
carefull_bank,1071331810943530448342541,1270
carefull_bank,1071341224382665839120124,5255
carefull_bank,1071426862921677314731111,2144
carefull_bank,1071913533301924289826820,4885
carefull_bank,1072055578274087888693036,2017
carefull_bank,107210688695281398653229,11668
carefull_bank,1072469898300444430662643,2059
carefull_bank,1072514430005683544657584,358
carefull_bank,1072569089395021596399192,1341
carefull_bank,1073097987095736125642412,1945
carefull_bank,1073834972314572068637899,3300
carefull_bank,1074130673645569314988784,6843
carefull_bank,1074257234781884830222978,763
carefull_bank,107433614178712977132462,1795
carefull_bank,1074772375401315685088761,9678
carefull_bank,1075144054749657443618985,17935
carefull_bank,1075155656330183887414861,970
carefull_bank,1075379165545380664209205,712
carefull_bank,1075430485710678505515546,6457
carefull_bank,1075717611098148223423458,1888
carefull_bank,1075890416107810001638786,3070
carefull_bank,1075984272443958766869566,1588
carefull_bank,107612657195135524256022,11952
carefull_bank,1076166256467672006133450,2158
carefull_bank,1076205449814603629145601,9614
carefull_bank,107651228565141752910084,3576
carefull_bank,1076604195334895276836507,6530
carefull_bank,107712586920402933436989,7332
carefull_bank,1077197007521399606107608,9359
carefull_bank,1077232418571004096872774,3592
carefull_bank,107730179532294215280750,2748
carefull_bank,1077428842397957005947485,1280
carefull_bank,1077684630145825942405381,884
carefull_bank,1078513172917831146858118,3176
carefull_bank,1078727741196318065477858,9533
carefull_bank,1078754410493360323704101,316
carefull_bank,107922874536060915732272,4543
carefull_bank,1079403816746874226837179,2998
carefull_bank,107957885840989441652711,5501
carefull_bank,1079623475304306893858555,6229
carefull_bank,107964051532389113896564,3530
carefull_bank,1079712047303216845235749,2652
carefull_bank,1079874758637021466543913,6557
carefull_bank,1079892607651571603318212,5733
carefull_bank,1079989072879368736310119,2917
carefull_bank,108018016990345679290597,1934
carefull_bank,1080633343205070585176835,874
carefull_bank,1080759553871090184558303,3536
carefull_bank,1080857112028939527639851,1205
carefull_bank,1080975973454687933822515,2008
carefull_bank,108099234110863354354588,808
carefull_bank,1081132991176449884821659,3093
carefull_bank,1081311232280385868643013,2448
carefull_bank,1081572177998126538981987,11836
carefull_bank,1081602187040232053602060,4624
carefull_bank,1081689406046408128738233,3056
carefull_bank,1082159659601466349937527,5838
carefull_bank,1082352903705381277483000,1251
carefull_bank,1082428110007899254466764,1387
carefull_bank,1082566436609598512529192,3150
carefull_bank,1082860436935921411536047,4708
carefull_bank,1083106235984000133684671,15015
carefull_bank,1083567163008363428978889,3609
carefull_bank,1083740190833969732846919,1313
carefull_bank,1083977831961623737377134,863
carefull_bank,1084610394799639646133729,1783
carefull_bank,1084886663236069711872834,1218
carefull_bank,1084945504789714431465105,640
carefull_bank,1085051071799500800102879,1376
carefull_bank,1085505914448285799434016,3417
carefull_bank,1085826362946980788940509,1968
carefull_bank,108585733822740686420382,13302
carefull_bank,1086147583864515191218435,6242
carefull_bank,1086208300786412399418811,302
carefull_bank,1086540037673561998182901,4850
carefull_bank,1087122320828461271304159,1700
carefull_bank,1087516127512077426574463,2021
carefull_bank,1087538012586115204103626,4178
carefull_bank,10876567774555989765834,2628
carefull_bank,1087672849064138619789983,17363
carefull_bank,1087757704772095610219512,1852
carefull_bank,1088298018897263980704315,5368
carefull_bank,1088400391206304057845202,3073
carefull_bank,108895534791699142429308,4062
carefull_bank,1089042177067855368003002,894
carefull_bank,1089374094200189045966359,2609
carefull_bank,1089419755297603289037597,2934
carefull_bank,1089479349720879560370333,5521
carefull_bank,1089666888971893137094470,2139
carefull_bank,1090268312590179086219156,2563
carefull_bank,1090311186097619224218590,3330
carefull_bank,1090844393142551738401390,1019
carefull_bank,1091004039223884432717629,4841
carefull_bank,1091115910345178085387605,419
carefull_bank,109160205161579594242073,3762
carefull_bank,109167855795110430798063,10360
carefull_bank,1091789132044937754378259,1885
carefull_bank,1091965143643273525113398,800
carefull_bank,1091976590420803397275546,1643
carefull_bank,1092771816954307192643334,5405
carefull_bank,1092823263672856722480787,7183
carefull_bank,1093313333409641524093403,3536
carefull_bank,1093476264391429559036598,5152
carefull_bank,1093664019269891387841711,2687
carefull_bank,1094153111447956227142087,4546
carefull_bank,1094257498151466196415500,13666
carefull_bank,1094803092701265801187392,1069
carefull_bank,1094952427114391997806294,2072
carefull_bank,1095785776870035127176664,507
carefull_bank,109597028646174813286337,478
carefull_bank,1095970770507231909788429,809
carefull_bank,1096137084146348552831584,3997
carefull_bank,1096144445106300765307028,2792
carefull_bank,1096216324671499930866379,8026
carefull_bank,1096253137919010935601655,1406
carefull_bank,1096418120900632155294666,3612
carefull_bank,1096829244716309231309254,3175
carefull_bank,109712360501754349909890,3369
carefull_bank,1097327881396266636353472,2583
carefull_bank,1097545280417336811641745,920
carefull_bank,1097550236847117435608574,21727
carefull_bank,1097633938371956676664312,2501
carefull_bank,109766156905926147299931,1396
carefull_bank,1097665830169808996320398,8702
carefull_bank,1097917797945547539374388,4697
carefull_bank,1098013304153313993290719,1782
carefull_bank,1098136864027155003652433,22249
carefull_bank,1098427748889898530964741,2994
carefull_bank,1098520432785856024170358,1702
carefull_bank,1099200027753786362002765,8228
carefull_bank,1099496222910038823674576,17045
carefull_bank,1099724300137495508019208,3156
carefull_bank,1099982873851379457410471,8211
carefull_bank,1100126412673798538124172,2818
carefull_bank,1100275015890334665520498,2215
carefull_bank,1100279496389495260079575,2368
carefull_bank,1100444329723230493017987,3063
carefull_bank,110056618523253324417286,4497
carefull_bank,1100582204500487979262516,381
carefull_bank,11007027177702210279983,1231
carefull_bank,1100825986336452172195672,6796
carefull_bank,1100842628890751820411256,4806
carefull_bank,1101042114336545219566406,5174
carefull_bank,1101264929516892418510826,949
carefull_bank,110144662566787204320846,4297
carefull_bank,1101459340918225826862370,2056
carefull_bank,1101863628123548949004596,3171
carefull_bank,1102014846943175576784143,1524
carefull_bank,1102252966604689121024986,2716
carefull_bank,11024203293220899253682,389
carefull_bank,1102710516013208967011729,9352
carefull_bank,1103528857133980240487621,2761
carefull_bank,1104683449328306880020243,243
carefull_bank,110511679003542149145315,55
carefull_bank,1105206777949537602696236,15862
carefull_bank,1105629996356658236279005,4653
carefull_bank,1105859860541798749671672,3795
carefull_bank,1105901392346295429426822,5514
carefull_bank,1105914058066016651026835,6289
carefull_bank,1105952260833875964818592,4864
carefull_bank,110645161065930877535994,6947
carefull_bank,1106487625293911018327745,2884
carefull_bank,110670920583242682859462,1359
carefull_bank,1107055885112457954626062,4886
carefull_bank,1107083094795604732493787,4282
carefull_bank,1107322835093409155411827,3526
carefull_bank,1107442300326288394611365,3508
carefull_bank,1107562467954954358891537,2121
carefull_bank,1107562473444419266078002,3323
carefull_bank,1107599714592354967311881,2019
carefull_bank,1107649372144398184550371,760
carefull_bank,1107883480530454884762328,1197
carefull_bank,1108051516961635239989492,9705
carefull_bank,1108463340729100100556519,14200
carefull_bank,1108575447850663669881594,1285
carefull_bank,1108606097762125048156376,5699
carefull_bank,1108871824748748980460321,33263
carefull_bank,1108895859942713056065207,12943
carefull_bank,1109372292454543211016850,7488
carefull_bank,1109388123828763189931744,7898
carefull_bank,1109551158073623711422487,910
carefull_bank,1109618300287592513871948,4446
carefull_bank,110966540591165801102888,425
carefull_bank,1109893201924459682619689,1084
carefull_bank,1109915453708714335379039,1891
carefull_bank,1109969455729481399041413,7215
carefull_bank,1110005808898283916609875,6872
carefull_bank,1110175263886137106089156,2580
carefull_bank,1110240686137356914949900,2762
carefull_bank,1110457158673013255904595,1829
carefull_bank,1110472645256571226003105,2284
carefull_bank,111084025093240177785417,7866
carefull_bank,1110913511525124335695104,1912
carefull_bank,111102424335856213054530,991
carefull_bank,1112385732019856119591814,3136
carefull_bank,1112653512413930910588381,3014
carefull_bank,1112772024302454070525701,3408
carefull_bank,1113351850948823955403692,2249
carefull_bank,111353853617073318262168,486
carefull_bank,1113715294483612773517847,7875
carefull_bank,1113748941115691626169865,1850
carefull_bank,111377669497568614325540,7976
carefull_bank,1113939320876465791492429,8854
carefull_bank,1113985045586943112312214,7020
carefull_bank,1113987890691251959258792,2993
carefull_bank,1114145595208629037972323,1413
carefull_bank,1114495922130769444905579,11068
carefull_bank,1114951839738377566274436,12556
carefull_bank,1115093560469174414742174,6747
carefull_bank,1115561164773461027694608,12458
carefull_bank,1115674342301821475361878,10134
carefull_bank,1115870954432306070335266,8586
carefull_bank,1115875377298861600509221,3022
carefull_bank,1115896957524979528567267,931
carefull_bank,1116144144159132547423607,1483
carefull_bank,1116784966429290992934573,6378
carefull_bank,1116865124971171132222895,3127
carefull_bank,1117430947424969609294046,2995
carefull_bank,1117809721588904951684881,1779
carefull_bank,111791097443667639199981,1192
carefull_bank,1117969068443215747987255,1949
carefull_bank,1118229224032185319816077,22341
carefull_bank,1118243630420794480613345,1762
carefull_bank,1118602267525656614522367,797
carefull_bank,1118787294377335867230615,2354
carefull_bank,1118946994095709705234254,4643
carefull_bank,111967497486498132022071,1171
carefull_bank,1120047927289628978254548,762
carefull_bank,1120229427017601430230686,2860
carefull_bank,1120362083214524021871302,13807
carefull_bank,1120926892893382266698944,1051
carefull_bank,1121104477719028273886678,6559
carefull_bank,1121291695555204901775370,6697
carefull_bank,112203546577848935405253,13546
carefull_bank,1122496736354128077842492,2045
carefull_bank,1122638873921381130939861,877
carefull_bank,1122821181882511168232960,3607
carefull_bank,1122916860609573614963409,574
carefull_bank,1123086877065717772757835,6285
carefull_bank,1123477241387964860028414,7639
carefull_bank,11238952559326192499318,940
carefull_bank,1123908156207041171833066,11249
carefull_bank,1124162561937421955670657,1066
carefull_bank,1124173347504112843368243,14617
carefull_bank,1124388428585405557636111,2530
carefull_bank,1124907044409262160555769,3102
carefull_bank,1125054604299836623348759,7117
carefull_bank,1125504870936859788800513,2836
carefull_bank,1125821378660871174430191,2708
carefull_bank,1126007514378808779334811,1283
carefull_bank,1126045898812500675646424,6414
carefull_bank,1126081399966233671023557,3018
carefull_bank,1126159928248547828005756,2831
carefull_bank,1126273331487343696769956,1793
carefull_bank,1126400249235150955827600,387
carefull_bank,1126409204004256642642338,11556
carefull_bank,1126634369430298560377621,1079
carefull_bank,1126650050662425207947714,1477
carefull_bank,112694901409562300492549,1845
carefull_bank,1126971069169196020023742,4991
carefull_bank,1127063261609050648441543,2138
carefull_bank,1127175564101742359690073,2071
carefull_bank,1127264660981513102549757,1858
carefull_bank,1127420652700104225078780,5691
carefull_bank,1127476093069895725148500,5128
carefull_bank,1127632669318163423860706,3684
carefull_bank,112786574591985478271929,8988
carefull_bank,1128058117693925020370078,3944
carefull_bank,112815339319970948493858,14453
carefull_bank,1128415381909759167321554,3260
carefull_bank,1128733701654872771278582,4874
carefull_bank,1128990306418126720676233,10591
carefull_bank,1129099049700833463489613,4365
carefull_bank,1129283320657348809108844,5591
carefull_bank,1130304639186024934391696,6770
carefull_bank,1130792180117706547214126,2217
carefull_bank,1131529966291082198978915,5339
carefull_bank,113160457868878528328205,15062
carefull_bank,1131794936085448829954237,7444
carefull_bank,1131955885297143553342510,6458
carefull_bank,1132233499128348053022722,6020
carefull_bank,1132503925248850890736455,1374
carefull_bank,1132827268663390297934565,4661
carefull_bank,1132940799173645206166393,6510
carefull_bank,1132980089852980380227992,907
carefull_bank,1133097275503186367440874,13026
carefull_bank,1133221321762431200142701,2994
carefull_bank,1133294459370195595941166,4696
carefull_bank,1133760532530100513449888,3022
carefull_bank,1133888651015372769705129,3142
carefull_bank,1134097514601184278210892,2804
carefull_bank,1134349960642919742839001,2840
carefull_bank,1134613552295706304456797,750
carefull_bank,1135478174571925231434983,675
carefull_bank,1135609106571564537820383,3763
carefull_bank,113562433831298231689436,5292
carefull_bank,1135718375130908320526676,3806
carefull_bank,1135759802601431143320408,1783
carefull_bank,1135825102478150715990696,6834
carefull_bank,1136203466797157132916955,3337
carefull_bank,1136246628047220426451666,1227
carefull_bank,113642522106480047813773,2361
carefull_bank,1136445263699010908672611,3869
carefull_bank,1136678472015457770953956,2122
carefull_bank,11367077426272581822915,8638
carefull_bank,113692405719408891654085,1801
carefull_bank,1137355242134124048481077,4372
carefull_bank,1138026485022154444997146,676
carefull_bank,1138043869240067542341098,4373
carefull_bank,1138287219954002934168364,2899
carefull_bank,1138672394324795710839428,5245
carefull_bank,1138744705691488109894013,3046
carefull_bank,1138978741278553017539480,4382
carefull_bank,113921220483513014003848,2157
carefull_bank,1139414674984724500604320,12184
carefull_bank,1139567688969048065618217,4839
carefull_bank,1139675680429451972630153,3367
carefull_bank,113980829121633737668437,2145
carefull_bank,1139863153603012338389941,1528
carefull_bank,1140091477492766823925665,3055
carefull_bank,1140315488047469437318972,6557
carefull_bank,1140543447906220362362659,1903
carefull_bank,1140614200727636758074579,7944
carefull_bank,1141025927889350401360082,1654
carefull_bank,114109980180836083086097,1764
carefull_bank,1141212780870479205778275,1536
carefull_bank,1141439190127922289693154,5288
carefull_bank,1142922832859226189042455,7281
carefull_bank,1143382827558800065949743,4416
carefull_bank,1143515036859268253567617,1223
carefull_bank,11438066339077002364453,4820
carefull_bank,1143812041244912118633690,3812
carefull_bank,1143844729930420522518192,1371
carefull_bank,1143897800560784063815302,11231
carefull_bank,1144098036286906331202331,3325
carefull_bank,1144133010722224018049217,4806
carefull_bank,1144291160512509967762039,780
carefull_bank,1144464051390096900694557,3425
carefull_bank,1144509905102495597932880,10302
carefull_bank,1144838285884780384982228,5004
carefull_bank,1144917952275157283389927,1828
carefull_bank,1145564909533713882843860,2468
carefull_bank,1145931672497716519796156,5826
carefull_bank,1146175902150341391307476,2605
carefull_bank,1146377690678524311139762,4026
carefull_bank,1146390025494144748187063,8410
carefull_bank,1146830087082066106079417,3708
carefull_bank,1147045419572112973778861,5013
carefull_bank,1147395555308503513450204,6359
carefull_bank,114747057476187350369063,8732
carefull_bank,1147709903253546781907794,2037
carefull_bank,1147944773465117865284310,1524
carefull_bank,1148107076066503656805788,6577
carefull_bank,1148927134165531131517122,4238
carefull_bank,1149214589332052526807498,2981
carefull_bank,1149311718977147862956965,1451
carefull_bank,1149649082535350966387269,1009
carefull_bank,1150264156812836788178236,1339
carefull_bank,1150341928938615982496960,985
carefull_bank,1150674426024591755656033,1798
carefull_bank,115074965991142044096976,9696
carefull_bank,115146105824341502883622,4703
carefull_bank,1151855220999107648294366,4886
carefull_bank,1151879055571347979763333,5934
carefull_bank,1151955003952579563339221,28145
carefull_bank,1152358179923875543650674,3041
carefull_bank,1152530055800774971941181,1799
carefull_bank,1152866954851446547106769,1271
carefull_bank,1153812170643970878397587,2372
carefull_bank,1154154075271993129558054,4190
carefull_bank,1154273332565381290120704,2882
carefull_bank,1154867281715025815557834,3283
carefull_bank,1155082606864388606911575,878
carefull_bank,1155182496547931803977291,10727
carefull_bank,115533608088529679183579,7811
carefull_bank,1155764493484962734071178,4049
carefull_bank,1155838634541118447943066,12286
carefull_bank,1155952400231015523193276,14802
carefull_bank,1156451931810402950238176,1594
